TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;DISPONIBILIDADES;Outros;;Para negociação;;;;;;80689.87;;;;BANCO BRASIL CAIXA;;PJ;191;BCO BRASIL SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;0.11;;;;EMOLUMENTO TOMADA;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;0.87;;;;SALDO A REGU LARIZAR;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;82.11;;;;TXCUST?DIA A PAGAR;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;6917.24;;;;AUDITORIA A PAGAR;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;340.20;;;;PROV.AUDIT 31/03/26;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;2371.72;;;;TAXA CVM A PAGAR;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;3.40;;;;SELIC A PAGAR;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A PAGAR;Outros;;Para negociação;;;;;;213.57;;;;TAXA ADMIN A PAGAR;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;38519.24;;;;CEMIG PN JSCP;;PJ;17155730000164;CIA ENERGETICA MINAS GERAIS CEMIG;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;843.91;;;;ELEBROBRAS DIVIDEND;;PJ;1180000126;CENTRAIS ELETRICAS BRASILEIRA SA ELETROB;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;3321.56;;;;NEOENERGIA DIREITOS;;PJ;1083200000118;NEOENERGIA S.A.;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;663.05;;;;COPASA DIREITOS;;PJ;17281106000103;CIA SANEAMENTO MINAS GERAIS COPASA MG;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;8105.61;;;;TRACTEBEL DIVIDEND;;PJ;2474103000119;TRACTEBEL ENERGIA SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;6724.87;;;;DIREITOS DIREITOS;;PJ;17281106000103;CIA SANEAMENTO MINAS GERAIS COPASA MG;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;6539.96;;;;DIREITOS DIREITOS;;PJ;3847461000192;BRADESPAR SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;174.96;;;;ITAU UN. HOL DIREITOS;;PJ;60872504000123;ITAU UNIBANCO HOLDING SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;5129.15;;;;DIFERIR BMF 31/12/25;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;555.70;;;;PETROBRAS PN JSCP;;PJ;33000167000101;PETROLEO BRASILEIRO SA PETROBRAS;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;15254.48;;;;PETROBRAS PN DIVIDEND;;PJ;33000167000101;PETROLEO BRASILEIRO SA PETROBRAS;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;6.77;;;;Outros Valores;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;3.54;;;;TXADM;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;14480.65;;;;SANEPAR DIREITOS;;PJ;33000167000101;PETROLEO BRASILEIRO SA PETROBRAS;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;178.96;;;;ANBID DIFER 30/05/25;;;;;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;28.13;;;;BCO SANTANDE DIREITOS;;PJ;90400888000142;BCO SANTANDER (BRASIL) SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;2035.68;;;;ALUPAR DIREITOS;;PJ;8364948000138;ALUPAR INVESTIMENTO S.A;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;12620.05;;;;BRADESCO JSCP;;PJ;60746948000112;BCO BRADESCO SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;VALORES A RECEBER;Outros;;Para negociação;;;;;;14472.00;;;;JBSS3 DIREITOS;;PJ;2916265000160;JBS SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;MERCADO FUTURO - POSIÇÕES COMPRADAS;Contrato Futuro;;Para negociação;0.00;0.00;6.00;159584.40;6.00;-306.00;;;;MINI IBOVESP BMF - 18/06/2025;;PJ;54641030000106;BOLSA MERCADORIAS FUTUROS BMF SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;MERCADO FUTURO - POSIÇÕES COMPRADAS;Contrato Futuro;;Para negociação;6.00;154592.40;0.00;0.00;0.00;0.00;;;;MINI IBOVESP BMF - 16/04/2025;;PJ;54641030000106;BOLSA MERCADORIAS FUTUROS BMF SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;Certificado de depósito de ações;N;Para negociação;8870.00;240107.40;0.00;0.00;0.00;0.00;;;;BCO SANTANDE UNT N2;;PJ;90400888000142;BCO SANTANDER (BRASIL) SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;Certificado de depósito de ações;N;Para negociação;44.00;1923.24;7220.00;307345.27;7176.00;329665.44;;;;ENERGISA UNT;;PJ;864214000106;ENERGISA SA;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;Certificado de depósito de ações;N;Para negociação;2000.00;57268.00;53.00;1535.92;6873.00;211825.86;;;;ALUPAR UNT N2;;PJ;8364948000138;ALUPAR INVESTIMENTO S.A;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;Certificado de depósito de ações;N;Para negociação;1600.00;45475.00;69.00;2001.88;8285.00;254598.05;;;;SANEPAR UNT N2;;PJ;76484013000145;COMPANHIA SANEAMENTO PARANA SANEPAR;;;;;;;
CLASSES FIIM;17.817.528/0001-50;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;2025-04-30;901768;10863809.03;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;Certificado de depósito de ações;N;Para negociação;7484.00;258274.44;0.00;0.00;0.00;0.00;;;TAEE11;;;;;;;;2012-05-28;;;;
CLASSES FIIM;19.909.560/0001-91;ISHARES S&P 500 CLASSE DE ÍNDICE EM COTAS DE CLASSES DE ÍNDICE IE - RESPONSABILIDADE LIMITADA;2025-04-30;896896;6126451842.63;DISPONIBILIDADES;Outros;;Para negociação;;;;;;12054754.66;;;;Disponibilidade;;;;;;;;;;;
CLASSES FIIM;19.909.560/0001-91;ISHARES S&P 500 CLASSE DE ÍNDICE EM COTAS DE CLASSES DE ÍNDICE IE - RESPONSABILIDADE LIMITADA;2025-04-30;896896;6126451842.63;VALORES A PAGAR;Outros;;Para negociação;;;;;;1955341.28;;;;Valores a Pagar;;;;;;;;;;;
CLASSES FIIM;19.909.560/0001-91;ISHARES S&P 500 CLASSE DE ÍNDICE EM COTAS DE CLASSES DE ÍNDICE IE - RESPONSABILIDADE LIMITADA;2025-04-30;896896;6126451842.63;VALORES A RECEBER;Outros;;Para negociação;;;;;;1051142.71;;;;Valores a Receber;;;;;;;;;;;
CLASSES FIIM;19.909.560/0001-91;ISHARES S&P 500 CLASSE DE ÍNDICE EM COTAS DE CLASSES DE ÍNDICE IE - RESPONSABILIDADE LIMITADA;2025-04-30;896896;6126451842.63;INVESTIMENTO NO EXTERIOR;Fundos Offshore;N;Para negociação;;;;;1936141.00;6115301286.54;;;9000032;;2014-04-28;;;ISHARES CORE SP500;N;;;28;ESTADOS UNIDOS DA AMÉRICA;99;OUTRAS BOLSAS OU MERCADOS DE BALCÃO ORGANIZADOS
CLASSES FIIM;35.578.672/0001-63;TREND ETF NASDAQ 100 CLASSE DE ÍNDICE INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE  LIMITADA;2025-04-30;896837;639635423.90;COTAS DE FUNDOS;;S;;1190.12;155563.35;673.94;88262.40;1799.25;236964.45;;;;;;PJ;45823842000181;XP CASH B1 CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES -  RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;138.00;15386.77;29.00;3180.92;3299.00;391657.28;;;;;;PJ;9072017000129;PATRIA ESCRITÓRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;144.00;9912.72;33.00;2274.20;3363.00;240454.50;;;;;;PJ;23740527000158;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;54.00;4979.25;12.00;1100.66;1264.00;117728.96;;;;;;PJ;36642293000158;AF INVEST CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO RECEBÍVEIS IMOBILIÁRIOS RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;314.00;12765.72;67.00;2695.19;7431.00;316263.36;;;;;;PJ;8924783000101;BTG PACTUAL CORPORATE OFFICE FUND - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;332.00;33270.17;71.00;7067.89;7890.00;801545.10;;;;;;PJ;30130708000128;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO  RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;654.00;67375.08;143.00;14526.32;4756.00;506514.00;;;;;;PJ;28757546000100;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;276.00;32734.06;60.00;6970.00;6512.00;802148.16;;;;;;PJ;29641226000153;PÁTRIA RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;3759.00;27190.64;821.00;5923.42;45288.00;345547.44;;;;;;PJ;18979895000113;CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;918.00;7128.27;202.00;1547.05;21726.00;173373.48;;;;;;PJ;42085661000107;JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;60.00;5622.90;14.00;1310.95;1343.00;130875.35;;;;;;PJ;32065364000146;CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;342.00;34339.65;75.00;7473.11;7993.00;856529.88;;;;;;PJ;17554274000125;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;1616.00;10633.57;352.00;2297.60;37696.00;261987.20;;;;;;PJ;27529279000151;RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;432.00;29820.24;95.00;6429.32;10211.00;706805.42;;;;;;PJ;28830325000110;FUNDO DE INVESTIMENTO IMOBILIÁRIO IRIDIUM RECEBÍVEIS IMOBILIÁRIOS RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;144.00;13976.40;32.00;3100.21;3412.00;334273.64;;;;;;PJ;28737771000185;ALIANZA TRUST RENDA IMOBILIÁRIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;180.00;18617.40;39.00;4019.13;4288.00;443593.60;;;;;;PJ;42754362000118;KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;48.00;4307.60;9.00;806.63;1187.00;105595.52;;;;;;PJ;28267696000136;RIZA ARCTIUM REAL ESTATE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;114.00;9545.03;25.00;2065.38;2597.00;223861.40;;;;;;PJ;52219978000142;KINEA OPORTUNIDADES REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;138.00;11129.01;30.00;2378.32;3071.00;257503.35;;;;;;PJ;34197811000146;VALORA CRI ÍNDICE DE PREÇO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;1447.00;13951.69;316.00;2969.08;12756.00;127687.56;;;;;;PJ;26614291000100;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;234.00;20579.52;51.00;4444.01;5140.00;466660.60;;;;;;PJ;42754342000147;KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;186.00;19629.20;39.00;4040.39;4453.00;502298.40;;;;;;PJ;20748515000181;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;942.00;8545.51;205.00;1844.11;22336.00;212862.08;;;;;;PJ;47896665000199;CAPITÂNIA SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;36.00;5061.84;7.00;970.55;902.00;128489.90;;;;;;PJ;8706065000169;HOTEL MAXINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;2390.00;20577.91;522.00;4476.63;56668.00;491311.56;;;;;;PJ;35864448000138;KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;180.00;14994.60;41.00;3399.40;4214.00;356925.80;;;;;;PJ;29467977000103;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;312.00;25786.28;68.00;5491.84;7410.00;625922.70;;;;;;PJ;28152272000126;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;5171.00;46918.86;1128.00;10192.46;105919.00;985046.70;;;;;;PJ;97521225000125;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;668.70;87758.13;962.70;126251.50;518.75;68320.84;;;;;;PJ;45823842000181;XP CASH B1 CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES -  RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;102.00;7870.15;22.00;1667.08;2439.00;195851.70;;;;;;PJ;28516301000191;XP CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;;;;;;;
CLASSES FIIM;36.046.508/0001-78;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;905091;34387817.79;COTAS DE FUNDOS;;N;;180.00;17071.50;37.00;3482.30;4277.00;411875.10;;;;;;PJ;11160521000122;PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;;;;;;;
